"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSNFUG00015000040",2.15025829112346,0.010173090036432,0.0222003145252404,0.458240806672617,0.646779445710019,0.999943340246292
"ENSNFUG00015000041",22.3697216679593,0.000429551719410024,0.00397698418784161,0.108009410930836,0.913988227042029,0.999943340246292
"ENSNFUG00015000042",465.438807340511,0.000175263577545277,0.00128922875992043,0.135944514266106,0.891865144807758,0.999943340246292
"ENSNFUG00015000043",1388.86718028095,-0.000560254150578888,0.0034250958764427,-0.163573275256974,0.870067084553926,0.999943340246292
"ENSNFUG00015000044",109.707480302001,-0.00198069622643599,0.00191620896249797,-1.03365356555579,0.301298148169826,0.999943340246292
"ENSNFUG00015000045",264.933105529275,3.10832042402789e-05,0.0013492985458486,0.0230365654331377,0.981621105683542,0.999943340246292
"ENSNFUG00015000046",9.97344002314359,0.00649517378843353,0.00614184625354555,1.05752790289793,0.290270727041024,0.999943340246292
"ENSNFUG00015000047",405.492250988033,-0.000384119337123382,0.000934870987599475,-0.410879514091788,0.68116088465845,0.999943340246292
"ENSNFUG00015000048",112.823574520479,-0.000755767426419691,0.00182681500262631,-0.413707696363982,0.679088189931935,0.999943340246292
"ENSNFUG00015000049",653.880061821092,0.000866956541317009,0.00150982268283275,0.574210833612866,0.565825139103632,0.999943340246292
"ENSNFUG00015000050",259.159213027146,0.000219959097142891,0.00129021617056276,0.170482359593238,0.864630806289704,0.999943340246292
"ENSNFUG00015000051",529.078651079918,-0.0012434438080102,0.00162156498796043,-0.766817128664192,0.443190250892608,0.999943340246292
"ENSNFUG00015000052",180.274064801136,-0.000919910519432192,0.00169165436731195,-0.543793423294817,0.586583635043099,0.999943340246292
"ENSNFUG00015000053",4.45184059973759,0.00640211199669413,0.00862163957086137,0.742563168417688,0.457746194417631,0.999943340246292
"ENSNFUG00015000054",409.601333627553,-0.000685455195700101,0.00138730039283088,-0.494092843368538,0.621240611891439,0.999943340246292
"ENSNFUG00015000055",39.4804978908921,0.000205040104994812,0.00420537345109061,0.0487566936395713,0.961113194569902,0.999943340246292
"ENSNFUG00015000056",6.98584843599677,0.00189065315493667,0.0051648758577795,0.36605974799741,0.714320492448336,0.999943340246292
"ENSNFUG00015000058",758.100470095401,0.000342427501301217,0.00076075274095929,0.450116684258573,0.652626307142265,0.999943340246292
"ENSNFUG00015000063",92.8158113924579,-0.00207403427010374,0.00176094602932156,-1.17779547786755,0.23887815190531,0.999943340246292
"ENSNFUG00015000126",500.97349674339,0.000666733027949734,0.00119175428326356,0.559455113619494,0.575851156799994,0.999943340246292
"ENSNFUG00015000127",363.860925150646,0.000629668547968615,0.00224014596520553,0.281083714074338,0.778646192108644,0.999943340246292
"ENSNFUG00015000133",33.9983074212329,0.00308028700138654,0.00239778888236186,1.28463645154298,0.198919354563077,0.999943340246292
"ENSNFUG00015000165",0.587714428971847,-0.0154947110914122,0.0181937752964953,-0.851649030445978,0.394408917814844,0.999943340246292
"ENSNFUG00015000166",64.2484903845189,-0.00473950748840761,0.00634089978391028,-0.747450306726795,0.454791788450358,0.999943340246292
"ENSNFUG00015000167",1.1018236552873,-0.00709221638531304,0.028623242776269,-0.247778228370165,0.804306000986986,0.999943340246292
"ENSNFUG00015000168",48.6311647164503,0.00120106155026643,0.00285901570636026,0.420096170718652,0.674415199968005,0.999943340246292
"ENSNFUG00015000176",132.018551655622,-0.000609353127054465,0.00181614424236719,-0.335520226224006,0.737232689748735,0.999943340246292
"ENSNFUG00015000179",202.765991593553,-0.000243371091529651,0.00127215429085283,-0.191306269435682,0.848285649506491,0.999943340246292
"ENSNFUG00015000180",405.220191464863,-0.00456763678995858,0.00444951996276721,-1.02654597084174,0.304634306352153,0.999943340246292
"ENSNFUG00015000184",143.305235612249,-0.00328903321513211,0.00527207496025729,-0.623859341895926,0.532719963791418,0.999943340246292
"ENSNFUG00015000189",5.85824761574067,0.00201110057685611,0.00538387134628332,0.373541722583034,0.708745298636994,0.999943340246292
"ENSNFUG00015000192",0.707696243976113,0.0171963725195687,0.0207701248304616,0.827937851117217,0.407705697400448,0.999943340246292
"ENSNFUG00015000196",233.791794601751,-0.00629301377238122,0.0067943751126486,-0.926209352301726,0.354337193211012,0.999943340246292
"ENSNFUG00015000197",173.899188473077,0.00160746405759953,0.0025360201489032,0.633853030818679,0.526176740735386,0.999943340246292
"ENSNFUG00015000201",2.77222657538933,0.00710834052550307,0.00837320700053895,0.848938826550632,0.395915332655961,0.999943340246292
"ENSNFUG00015000204",131.617291560331,-0.00162940167931452,0.0024106814727345,-0.675909155872943,0.499098324249951,0.999943340246292
