"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSNFUG00015000040",2.15025829112346,0.00697371303672001,0.015611067841972,0.446715952253466,0.655080162416769,0.999986564374469
"ENSNFUG00015000041",22.3697216679593,0.000577758919153755,0.00280196812908692,0.206197534210366,0.836636613878622,0.999986564374469
"ENSNFUG00015000042",465.438807340511,0.000266921454533697,0.000906233223538681,0.294539471297924,0.768345706582195,0.999986564374469
"ENSNFUG00015000043",1388.86718028095,-8.14590963015443e-05,0.00241963072336496,-0.0336659208014435,0.973143554819757,0.999986564374469
"ENSNFUG00015000044",109.707480302001,-0.0015519742923433,0.00134069208057915,-1.15759189960523,0.247030616489854,0.999986564374469
"ENSNFUG00015000045",264.933105529275,0.000208881696477705,0.000949689560737765,0.21994734396726,0.825912163855232,0.999986564374469
"ENSNFUG00015000046",9.97344002314359,0.00457607768813213,0.00431430123285816,1.06067644356408,0.288836968916808,0.999986564374469
"ENSNFUG00015000047",405.492250988033,-0.000217339826938373,0.000660663578162859,-0.328972012567638,0.742176842442078,0.999986564374469
"ENSNFUG00015000048",112.823574520479,-0.000472692678576063,0.00129084287441332,-0.366189168291222,0.714223924171787,0.999986564374469
"ENSNFUG00015000049",653.880061821092,0.000633430411465167,0.00106376021666695,0.595463527908457,0.551533671640554,0.999986564374469
"ENSNFUG00015000050",259.159213027146,0.000142231361899372,0.000909638373278704,0.15636033623638,0.875748999674255,0.999986564374469
"ENSNFUG00015000051",529.078651079918,-0.000933839334743856,0.00114085716172737,-0.818541852627659,0.413047854064098,0.999986564374469
"ENSNFUG00015000052",180.274064801136,-0.000514687816744481,0.00119818619494242,-0.42955578933975,0.667518802960093,0.999986564374469
"ENSNFUG00015000053",4.45184059973759,0.00378073187107464,0.00608753710943524,0.62106099775799,0.534559489881894,0.999986564374469
"ENSNFUG00015000054",409.601333627553,-0.000652642069223965,0.000970059607001729,-0.672785532469658,0.501083743161776,0.999986564374469
"ENSNFUG00015000055",39.4804978908921,-7.72138839994548e-05,0.00296919138156648,-0.0260050209221336,0.979253333689834,0.999986564374469
"ENSNFUG00015000056",6.98584843599677,0.00135474931413715,0.00363733842040396,0.37245621868385,0.70955320330823,0.999986564374469
"ENSNFUG00015000058",758.100470095401,0.00023535998826301,0.000536173153435136,0.438962649948274,0.660688599954785,0.999986564374469
"ENSNFUG00015000063",92.8158113924579,-0.00162175506084951,0.00123345252824557,-1.31480946668961,0.18857394507424,0.999986564374469
"ENSNFUG00015000126",500.97349674339,0.000508716004396446,0.000837960840176538,0.60708804040207,0.543792486593054,0.999986564374469
"ENSNFUG00015000127",363.860925150646,0.000632328058398551,0.00157530086994203,0.401401453185143,0.688124579664291,0.999986564374469
"ENSNFUG00015000133",33.9983074212329,0.0021046898592078,0.00169071905035025,1.2448489645703,0.213187273638231,0.999986564374469
"ENSNFUG00015000165",0.587714428971847,-0.00917679801938727,0.0128547321113008,-0.713884812217891,0.475298409552481,0.999986564374469
"ENSNFUG00015000166",64.2484903845189,-0.00449726651201943,0.00443666993629826,-1.01365812120154,0.310745913751299,0.999986564374469
"ENSNFUG00015000167",1.1018236552873,-0.00306911297641168,0.0202262206800444,-0.151739320210213,0.879392543199081,0.999986564374469
"ENSNFUG00015000168",48.6311647164503,0.00046830031994422,0.00202130008024376,0.231682729606256,0.816784446227829,0.999986564374469
"ENSNFUG00015000176",132.018551655622,-0.000532067405510167,0.00127884390308654,-0.416053440319027,0.677370898814219,0.999986564374469
"ENSNFUG00015000179",202.765991593553,-0.000248961271990252,0.000895692698056053,-0.277953892591264,0.781047752908238,0.999986564374469
"ENSNFUG00015000180",405.220191464863,-0.00396491244454799,0.0031025281712023,-1.27796178656824,0.201262900486605,0.999986564374469
"ENSNFUG00015000184",143.305235612249,-0.0037622376422925,0.003669638251603,-1.02523392888905,0.305252822624975,0.999986564374469
"ENSNFUG00015000189",5.85824761574067,0.00158502247931619,0.00378866270155259,0.418359353728335,0.675684399875093,0.999986564374469
"ENSNFUG00015000192",0.707696243976113,0.0112173030435277,0.0146274956165434,0.766864221845412,0.443162247811188,0.999986564374469
"ENSNFUG00015000196",233.791794601751,-0.00519979355911113,0.00475861832745797,-1.09271078310851,0.274520803812816,0.999986564374469
"ENSNFUG00015000197",173.899188473077,0.00139758201141836,0.00177388960455111,0.787863014605144,0.430776837054961,0.999986564374469
"ENSNFUG00015000201",2.77222657538933,0.00542326513333449,0.00585334283280303,0.926524430269433,0.354173507046599,0.999986564374469
"ENSNFUG00015000204",131.617291560331,-0.000845860880256162,0.00171397861530283,-0.493507254235324,0.62165421539674,0.999986564374469
"ENSNFUG00015000207",322.45240296739,-0.00398897295350072,0.00489649075593401,-0.814659549528716,0.415267213574347,0.999986564374469
"ENSNFUG00015000208",595.588577489518,0.000818063782527799,0.000820163111175567,0.99744035226754,0.318550812836806,0.999986564374469
"ENSNFUG00015000209",965.436636615588,6.52766267380096e-05,0.00122464860877473,0.0533023320079703,0.957491022171438,0.999986564374469
"ENSNFUG00015000213",7606.92409206869,0.00097144206959936,0.00126872501492386,0.765683704642382,0.443864525335089,0.999986564374469
"ENSNFUG00015000214",647.575692728352,-0.00294816442745658,0.00205037146162734,-1.43786844609936,0.150471384166041,0.999986564374469
"ENSNFUG00015000218",121.682295519038,-0.0034772029441053,0.00323063523634334,-1.07632174161545,0.281783388384797,0.999986564374469
"ENSNFUG00015000221",453.796376217157,-0.00470066448574146,0.00454689265245318,-1.03381910351574,0.30122073911381,0.999986564374469
"ENSNFUG00015000228",10.1041855530455,-0.00596942125287663,0.00487062422804906,-1.22559675585314,0.220350459268483,0.999986564374469
"ENSNFUG00015000230",123.907296880912,-0.000793091767872401,0.000941241858050491,-0.842601464319765,0.399451371858778,0.999986564374469
"ENSNFUG00015000231",64.8970445146049,0.000570286740463765,0.00252655154030034,0.225717437925676,0.821421194564593,0.999986564374469
"ENSNFUG00015000246",62.9158502054764,-0.00100388332841383,0.00140608322442455,-0.713957261544512,0.475253607480043,0.999986564374469
"ENSNFUG00015000247",281.997123566963,0.00232979471524656,0.00132872031303655,1.75341243178727,0.0795312386173791,0.999986564374469
"ENSNFUG00015000251",4.50430575623662,0.00447937439864723,0.00504358562724163,0.888132913705884,0.374469259871625,0.999986564374469
"ENSNFUG00015000260",26.7651464770421,0.00288310190842496,0.0022957206421594,1.25585920842401,0.20916702029609,0.999986564374469
"ENSNFUG00015000263",6.69423611053498,-0.00155543145739358,0.00431387328155765,-0.360564939179657,0.718424703043175,0.999986564374469
"ENSNFUG00015000268",19.5950074999243,-0.00364367800822321,0.0025561217017139,-1.42547125427561,0.154021023741647,0.999986564374469
"ENSNFUG00015000269",7259.98465057885,0.00117396123667084,0.001781371974837,0.659020829593022,0.509882393008427,0.999986564374469
"ENSNFUG00015000273",12.6682843403124,-0.00197757438499468,0.002734639872487,-0.723157153119468,0.469583339325551,0.999986564374469
"ENSNFUG00015000278",54.652176080862,-0.00287140624417175,0.00179870626338097,-1.59637307248514,0.110405524395732,0.999986564374469
"ENSNFUG00015000282",3.42156248972513,0.00163694944510027,0.00527817622138442,0.310135428686183,0.756457971406742,0.999986564374469
"ENSNFUG00015000291",36.868144987151,-0.0034391838954526,0.0151363340665209,-0.227213794326825,0.82025750186759,0.999986564374469
"ENSNFUG00015000294",18.9344494559297,0.00539793310604804,0.00296763850870414,1.81893215437655,0.0689217815092387,0.999986564374469
"ENSNFUG00015000299",127.758950362479,-0.000295635556991909,0.00203856464564617,-0.145021428495441,0.884693953146432,0.999986564374469
"ENSNFUG00015000302",0.717489094580274,0.00245053656469393,0.0117194130452486,0.209100622636341,0.834369688655049,0.999986564374469
"ENSNFUG00015000304",464.258062539874,0.00129046484438548,0.000930153642210884,1.38736740450553,0.165329759035949,0.999986564374469
"ENSNFUG00015000306",76.3382243402611,-3.79435723147404e-05,0.00120949179994511,-0.03137150025859,0.974973269458955,0.999986564374469
"ENSNFUG00015000309",61.5119386208738,-0.00466593715713064,0.00259911802442447,-1.79520018455639,0.0726218110932899,0.999986564374469
"ENSNFUG00015000310",1096.49777774259,-1.44312064487879e-05,0.00145453681251243,-0.00992151338119851,0.992083907525533,0.999986564374469
"ENSNFUG00015000320",17.2682119036567,-0.00243015609327819,0.00373125742015956,-0.651296820248405,0.514854900607487,0.999986564374469
"ENSNFUG00015000330",1294.87034615213,0.000507024272750629,0.000500035835184715,1.01397587347581,0.310594264808482,0.999986564374469
"ENSNFUG00015000338",24.1718614597718,7.29315515506394e-05,0.00231870356969721,0.03145359005945,0.974907803581399,0.999986564374469
"ENSNFUG00015000351",778.798992967203,-0.000273773604054691,0.000656078078786195,-0.417288144364155,0.676467659173524,0.999986564374469
"ENSNFUG00015000352",304.675403701691,-0.00103793151769696,0.00177324474584909,-0.585328968337059,0.558326540178037,0.999986564374469
"ENSNFUG00015000353",0.20860616628841,-0.00421183253380187,0.029197714404908,-0.144252131361826,0.885301376505079,0.999986564374469
